id,source,status,initial_wrong,verified_success,note
0,mmlu_high_school_mathematics,Success,3,3,
1,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
2,mmlu_high_school_mathematics,Success,4,2,
3,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
4,mmlu_high_school_mathematics,Success,1,1,
5,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
6,mmlu_high_school_mathematics,Failed (Verification),3,0,All candidates failed
7,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
8,mmlu_high_school_mathematics,Success,1,1,
9,mmlu_high_school_mathematics,Failed (Verification),6,0,All candidates failed
10,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
11,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
12,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
13,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
14,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
15,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
16,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
17,mmlu_high_school_mathematics,Success,1,1,
18,mmlu_high_school_mathematics,Success,1,1,
19,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
20,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
21,mmlu_high_school_mathematics,Success,1,1,
22,mmlu_high_school_mathematics,Success,3,2,
23,mmlu_high_school_mathematics,Success,2,2,
24,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
25,mmlu_high_school_mathematics,Success,2,1,
26,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
27,mmlu_high_school_mathematics,Success,1,1,
28,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
29,mmlu_high_school_mathematics,Failed (Verification),6,0,All candidates failed
30,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
31,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
32,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
33,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
34,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
35,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
36,mmlu_high_school_mathematics,Success,3,2,
37,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
38,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
39,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
40,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
41,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
42,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
43,mmlu_high_school_mathematics,Success,6,5,
44,mmlu_high_school_mathematics,Success,2,1,
45,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
46,mmlu_high_school_mathematics,Success,2,2,
47,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
48,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
49,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
50,mmlu_high_school_mathematics,Success,1,1,
51,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
52,mmlu_high_school_mathematics,Success,2,1,
53,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
54,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
55,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
56,mmlu_high_school_mathematics,Success,5,1,
57,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
58,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
59,mmlu_high_school_mathematics,Failed (Verification),6,0,All candidates failed
60,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
61,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
62,mmlu_high_school_mathematics,Success,3,2,
63,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
64,mmlu_high_school_mathematics,Success,2,1,
65,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
66,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
67,mmlu_high_school_mathematics,Success,6,1,
68,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
69,mmlu_high_school_mathematics,Success,2,1,
70,mmlu_high_school_mathematics,Success,2,2,
71,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
72,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
73,mmlu_high_school_mathematics,Success,1,1,
74,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
75,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
76,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
77,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
78,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
79,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
80,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
81,mmlu_high_school_mathematics,Success,5,2,
82,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
83,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
84,mmlu_high_school_mathematics,Success,3,2,
85,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
86,mmlu_high_school_mathematics,Success,2,2,
87,mmlu_high_school_mathematics,Success,2,1,
88,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
89,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
90,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
91,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
92,mmlu_high_school_mathematics,Success,3,3,
