id,source,status,initial_wrong,verified_success,note
0,mmlu_high_school_mathematics,Success,2,2,
1,mmlu_high_school_mathematics,Success,2,1,
2,mmlu_high_school_mathematics,Success,2,2,
3,mmlu_high_school_mathematics,Success,5,1,
4,mmlu_high_school_mathematics,Success,1,1,
5,mmlu_high_school_mathematics,Success,3,3,
6,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
7,mmlu_high_school_mathematics,Success,4,2,
8,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
9,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
10,mmlu_high_school_mathematics,Success,2,1,
11,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
12,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
13,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
14,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
15,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
16,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
17,mmlu_high_school_mathematics,Success,3,3,
18,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
19,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
20,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
21,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
22,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
23,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
24,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
25,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
26,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
27,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
28,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
29,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
30,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
31,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
32,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
33,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
34,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
35,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
36,mmlu_high_school_mathematics,Failed (Verification),3,0,All candidates failed
37,mmlu_high_school_mathematics,Success,1,1,
38,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
39,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
40,mmlu_high_school_mathematics,Success,5,2,
41,mmlu_high_school_mathematics,Success,1,1,
42,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
43,mmlu_high_school_mathematics,Success,5,2,
44,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
45,mmlu_high_school_mathematics,Success,3,1,
46,mmlu_high_school_mathematics,Success,1,1,
47,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
48,mmlu_high_school_mathematics,Success,3,2,
49,mmlu_high_school_mathematics,Success,2,2,
50,mmlu_high_school_mathematics,Success,1,1,
51,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
52,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
53,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
54,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
55,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
56,mmlu_high_school_mathematics,Success,4,1,
57,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
58,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
59,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
60,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
61,mmlu_high_school_mathematics,Success,1,1,
62,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
63,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
64,mmlu_high_school_mathematics,Success,4,1,
65,mmlu_high_school_mathematics,Success,1,1,
66,mmlu_high_school_mathematics,Success,2,1,
67,mmlu_high_school_mathematics,Failed (Verification),4,0,All candidates failed
68,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
69,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
70,mmlu_high_school_mathematics,Success,2,2,
71,mmlu_high_school_mathematics,Success,1,1,
72,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
73,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
74,mmlu_high_school_mathematics,Success,1,1,
75,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
76,mmlu_high_school_mathematics,Success,1,1,
77,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
78,mmlu_high_school_mathematics,Success,5,1,
79,mmlu_high_school_mathematics,Success,3,3,
80,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
81,mmlu_high_school_mathematics,Success,5,2,
82,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
83,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
84,mmlu_high_school_mathematics,Success,2,2,
85,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
86,mmlu_high_school_mathematics,Failed (Verification),2,0,All candidates failed
87,mmlu_high_school_mathematics,Failed (Verification),1,0,All candidates failed
88,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
89,mmlu_high_school_mathematics,Success,2,1,
90,mmlu_high_school_mathematics,Success,1,1,
91,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
92,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
93,mmlu_high_school_mathematics,Success,1,1,
94,mmlu_high_school_mathematics,Failed (Verification),5,0,All candidates failed
95,mmlu_high_school_mathematics,Success,4,1,
96,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
97,mmlu_high_school_mathematics,Skipped (All Correct),0,0,
98,mmlu_high_school_mathematics,Success,1,1,
99,mmlu_high_school_mathematics,Success,1,1,
100,mmlu_high_school_world_history,Success,4,1,
101,mmlu_high_school_world_history,Failed (Verification),4,0,All candidates failed
102,mmlu_high_school_world_history,Failed (Verification),3,0,All candidates failed
103,mmlu_high_school_world_history,Failed (Verification),1,0,All candidates failed
104,mmlu_high_school_world_history,Success,5,1,
105,mmlu_high_school_world_history,Success,1,1,
106,mmlu_high_school_world_history,Success,3,2,
107,mmlu_high_school_world_history,Success,4,1,
108,mmlu_high_school_world_history,Success,4,2,
109,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
110,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
111,mmlu_high_school_world_history,Success,2,1,
112,mmlu_high_school_world_history,Success,2,2,
113,mmlu_high_school_world_history,Success,1,1,
114,mmlu_high_school_world_history,Failed (Verification),4,0,All candidates failed
115,mmlu_high_school_world_history,Success,3,3,
116,mmlu_high_school_world_history,Success,3,1,
117,mmlu_high_school_world_history,Failed (Verification),5,0,All candidates failed
118,mmlu_high_school_world_history,Failed (Verification),4,0,All candidates failed
